,science,name,birth_place,death_place,birth_date,death_date,age,works,link
33,Экономисты,Филипп Марио Агьон,Париж Франция,,1956-08-17,,63.0,32,"https://ru.wikipedia.org/wiki/%D0%90%D0%B3%D1%8C%D0%BE%D0%BD,_%D0%A4%D0%B8%D0%BB%D0%B8%D0%BF%D0%BF"
34,Экономисты,Генри Картер Адамс,Давенпорт Айова США,США Мичиган Анн-Арбор,1851-12-31,1921-08-11,69.0,8,"https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D0%B0%D0%BC%D1%81,_%D0%93%D0%B5%D0%BD%D1%80%D0%B8_%D0%9A%D0%B0%D1%80%D1%82%D0%B5%D1%80"
35,Экономисты,Томас Сьюэл Адамс,Мэриленд США Балтимор,"Нью-Хейвен, Коннектикут штат США",1873-12-29,1933-02-08,59.0,15,"https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D0%B0%D0%BC%D1%81,_%D0%A2%D0%BE%D0%BC%D0%B0%D1%81_%D0%A1%D1%8C%D1%8E%D1%8D%D0%BB"
36,Экономисты,Уолтер Адамс,Австрийская Вена Республика Первая,Ист-Лансинг,1922-08-27,1998-09-08,76.0,2,"https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D0%B0%D0%BC%D1%81,_%D0%A3%D0%BE%D0%BB%D1%82%D0%B5%D1%80"
37,Экономисты,Ирма Адельман,Черновцы Румыния Королевство,Париж Франция,1930-03-14,2017,87.0,1,"https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D0%B5%D0%BB%D1%8C%D0%BC%D0%B0%D0%BD,_%D0%98%D1%80%D0%BC%D0%B0"
38,Экономисты,Дарон Аджемоглу,Турция Стамбул,,1967,,53.0,4,"https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D0%B6%D0%B5%D0%BC%D0%BE%D0%B3%D0%BB%D1%83,_%D0%94%D0%B0%D1%80%D0%BE%D0%BD"
39,Экономисты,Иван Андреевич Аджинджал,Бедиа губерния Сухумского империя Российская округа Кутаисская,Бедиа губерния Сухумского империя Российская округа Кутаисская,1896-04-30,1963,67.0,20,"https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D0%B6%D0%B8%D0%BD%D0%B4%D0%B6%D0%B0%D0%BB,_%D0%98%D0%B2%D0%B0%D0%BD_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B5%D0%B2%D0%B8%D1%87"
40,Экономисты,Георг Адлер,Пруссия Германский Познань союз королевство,Германская империя Берлин,1863-05-28,1908-06-11,45.0,10,"https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D0%BB%D0%B5%D1%80,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3"
41,Экономисты,Вильям Ильич Азар,Москва СССР,Москва Россия,1931-01-30,2008,77.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B7%D0%B0%D1%80,_%D0%92%D0%B8%D0%BB%D1%8C%D1%8F%D0%BC_%D0%98%D0%BB%D1%8C%D0%B8%D1%87"
42,Экономисты,Костас Азариадис,Афины Греция,,1943-02-17,,76.0,2,"https://ru.wikipedia.org/wiki/%D0%90%D0%B7%D0%B0%D1%80%D0%B8%D0%B0%D0%B4%D0%B8%D1%81,_%D0%9A%D0%BE%D1%81%D1%82%D0%B0%D1%81"
43,Экономисты,Дмитрий Игоревич Азаров,РСФСР СССР область Куйбышевская Куйбышев,,1970,,50.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B7%D0%B0%D1%80%D0%BE%D0%B2,_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9_%D0%98%D0%B3%D0%BE%D1%80%D0%B5%D0%B2%D0%B8%D1%87"
44,Экономисты,Рустам Содикович Азимов,ССР Ташкент СССР Узбекская,,1958-09-20,,61.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B7%D0%B8%D0%BC%D0%BE%D0%B2,_%D0%A0%D1%83%D1%81%D1%82%D0%B0%D0%BC_%D0%A1%D0%BE%D0%B4%D0%B8%D0%BA%D0%BE%D0%B2%D0%B8%D1%87"
45,Экономисты,Яхьё Нуридинович Азимов,ССР Ленинабад Таджикская СССР,,1947,,73.0,38,"https://ru.wikipedia.org/wiki/%D0%90%D0%B7%D0%B8%D0%BC%D0%BE%D0%B2,_%D0%AF%D1%85%D1%8C%D1%91_%D0%9D%D1%83%D1%80%D0%B8%D0%B4%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
