,science,name,birth_place,death_place,birth_date,death_date,age,works,link
46,Географы,Митрофан Степанович Боднарский,Российская империя Люблинская губерния,Москва СССР,1870-12-24,1953-09-12,82.0,3,"https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B4%D0%BD%D0%B0%D1%80%D1%81%D0%BA%D0%B8%D0%B9,_%D0%9C%D0%B8%D1%82%D1%80%D0%BE%D1%84%D0%B0%D0%BD_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
47,Географы,Луиза Бойд,Калифорния США Сан-Рафаэл,Калифорния США Сан-Франциско,1887-09-16,1972-09-14,84.0,0,"https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B9%D0%B4,_%D0%9B%D1%83%D0%B8%D0%B7%D0%B0"
48,Географы,Лев Георгиевич Бондарев,Смоленск РСФСР СССР,Москва Россия,1932-08-12,2005-11-05,73.0,15,"https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%BD%D0%B4%D0%B0%D1%80%D0%B5%D0%B2,_%D0%9B%D0%B5%D0%B2_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D0%B8%D1%87"
49,Географы,Александр Александрович Борзов,Российская Воронеж империя,РСФСР Москва СССР,1874,1939-03-06,65.0,12,"https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D1%80%D0%B7%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
50,Географы,Алексей Алексеевич Борисяк,Ромны губерния империя Российская Полтавская,РСФСР Москва СССР,1872,1944-02-25,72.0,10,"https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D1%80%D0%B8%D1%81%D1%8F%D0%BA,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%B8%D1%87"
51,Географы,Иван Фомич Борковский,Российская империя,Петроград,1831-12-28,1917,86.0,0,"https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D1%80%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%98%D0%B2%D0%B0%D0%BD_%D0%A4%D0%BE%D0%BC%D0%B8%D1%87"
52,Географы,Бровко Пётр Фёдорович,СССР ССР Черниговская область Украинская,,1949-06-26,,70.0,22,"https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%BE%D0%B2%D0%BA%D0%BE,_%D0%9F%D1%91%D1%82%D1%80_%D0%A4%D1%91%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
53,Географы,Анатоль Буке де ла Грийе,Тьер,Париж Франция,1827-05-29,1909-12-22,82.0,5,"https://ru.wikipedia.org/wiki/%D0%91%D1%83%D0%BA%D0%B5_%D0%B4%D0%B5_%D0%BB%D0%B0_%D0%93%D1%80%D0%B8%D0%B9%D0%B5,_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C"
54,Географы,Уильям Бунге,США Ла-Кросс Висконсин,Онтарио Канада,1928,2013,85.0,6,"https://ru.wikipedia.org/wiki/%D0%91%D1%83%D0%BD%D0%B3%D0%B5,_%D0%A3%D0%B8%D0%BB%D1%8C%D1%8F%D0%BC"
55,Географы,Ами Буэ,Римская Священная империя Гамбург,Вена Австро-Венгрия,1794-03-16,1881-11-21,87.0,0,"https://ru.wikipedia.org/wiki/%D0%91%D1%83%D1%8D,_%D0%90%D0%BC%D0%B8"
56,Географы,Мориц Вагнер,Байройт Бавария,Мюнхен Германская империя,1813-10-03,1887-05-30,73.0,11,"https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D0%B3%D0%BD%D0%B5%D1%80,_%D0%9C%D0%BE%D1%80%D0%B8%D1%86"
57,Географы,Альфонс ван дер Гринтен,Рейн) Краненбург (Нижний,Чикаго,1852-04-10,1921-06-21,69.0,0,"https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D0%BD_%D0%B4%D0%B5%D1%80_%D0%93%D1%80%D0%B8%D0%BD%D1%82%D0%B5%D0%BD,_%D0%90%D0%BB%D1%8C%D1%84%D0%BE%D0%BD%D1%81"
58,Географы,Бернхардус Варениус,Хитцаккер,Лейден,1622,1650,28.0,9,"https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D1%80%D0%B5%D0%BD,_%D0%91%D0%B5%D1%80%D0%BD%D1%85%D0%B0%D1%80%D0%B4"
59,Географы,Альфре́д Ве́бер,Пруссия Северогерманский союз королевство Эрфурт,Гейдельберг,1868-07-30,1958-05-02,89.0,28,"https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%B1%D0%B5%D1%80,_%D0%90%D0%BB%D1%8C%D1%84%D1%80%D0%B5%D0%B4"
60,Географы,Александр Фомич Вельтман,Российская Санкт-Петербург империя,Москва Российская империя,1800,1870,70.0,30,"https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D1%8C%D1%82%D0%BC%D0%B0%D0%BD,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%A4%D0%BE%D0%BC%D0%B8%D1%87"
61,Географы,Жюль Верн,Франция Нант,Амьен,1828-02-08,1905-03-24,77.0,0,"https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D0%BD,_%D0%96%D1%8E%D0%BB%D1%8C"
62,Географы,Андрей Леонидович Ветров,Пермь,,1978-03-15,,41.0,20,"https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%82%D1%80%D0%BE%D0%B2,_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9_%D0%9B%D0%B5%D0%BE%D0%BD%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%87"
